name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_temperature,correct_temperature_label,correct_answer
Alice,2019-10-01,Robert,2019-12-19,Luke,2019-08-15,"['Alice', 'Robert', 'Luke']",Alice harvested a garden on the 1st of October. Robert harvested a garden on the 19th of December. Luke harvested a garden on the 15th of August. The only person that harvested a garden in a cold month is,2019-12-19,cold,0,Robert
Luke,2019-10-03,Robert,2019-12-04,Kyle,2019-05-14,"['Luke', 'Robert', 'Kyle']",Luke compiled the spreadsheet on the 3rd of October. Robert compiled the spreadsheet on the 4th of December. Kyle compiled the spreadsheet on the 14th of May. The only person that compiled the spreadsheet in a cold month is,2019-12-04,cold,0,Robert
Charlie,2019-12-17,Neil,2019-03-30,Andrew,2019-09-30,"['Charlie', 'Neil', 'Andrew']",Charlie cooked lasagna on the 17th of December. Neil cooked lasagna on the 30th of March. Andrew cooked lasagna on the 30th of September. The only person that cooked lasagna in a warm month is,2019-09-30,warm,1,Andrew
Laura,2019-07-22,Marco,2019-05-28,Hope,2019-11-18,"['Laura', 'Marco', 'Hope']",Laura filled out the application on the 22nd of July. Marco filled out the application on the 28th of May. Hope filled out the application on the 18th of November. The only person that filled out the application in a cold month is,2019-11-18,cold,0,Hope
Blake,2019-07-21,Alex,2019-05-17,Frank,2019-03-23,"['Blake', 'Alex', 'Frank']",Blake bought a new phone on the 21st of July. Alex bought a new phone on the 17th of May. Frank bought a new phone on the 23rd of March. The only person that bought a new phone in a cold month is,2019-03-23,cold,0,Frank
Fred,2019-03-25,Jerry,2019-10-07,Peter,2019-12-27,"['Fred', 'Jerry', 'Peter']",Fred took a boat on the 25th of March. Jerry took a boat on the 7th of October. Peter took a boat on the 27th of December. The only person that took a boat in a warm month is,2019-10-07,warm,1,Jerry
Hope,2019-09-25,Charlie,2019-08-29,Peter,2019-11-29,"['Hope', 'Charlie', 'Peter']",Hope went to the museum on the 25th of September. Charlie went to the museum on the 29th of August. Peter went to the museum on the 29th of November. The only person that went to the museum in a cold month is,2019-11-29,cold,0,Peter
Dallas,2019-06-02,Kyle,2019-10-18,Grant,2019-02-26,"['Dallas', 'Kyle', 'Grant']",Dallas painted a portrait on the 2nd of June. Kyle painted a portrait on the 18th of October. Grant painted a portrait on the 26th of February. The only person that painted a portrait in a cold month is,2019-02-26,cold,0,Grant
Grant,2019-04-05,Fred,2019-07-01,William,2019-12-22,"['Grant', 'Fred', 'William']",Grant went fishing on the 5th of April. Fred went fishing on the 1st of July. William went fishing on the 22nd of December. The only person that went fishing in a warm month is,2019-07-01,warm,1,Fred
Charlie,2019-10-31,Dean,2019-06-18,Brandon,2019-02-02,"['Charlie', 'Dean', 'Brandon']",Charlie went to a Thai restaurant on the 31st of October. Dean went to a Thai restaurant on the 18th of June. Brandon went to a Thai restaurant on the 2nd of February. The only person that went to a Thai restaurant in a cold month is,2019-02-02,cold,0,Brandon
Charlie,2019-03-13,Neil,2019-10-24,Michael,2019-06-16,"['Charlie', 'Neil', 'Michael']",Charlie planted a tree on the 13th of March. Neil planted a tree on the 24th of October. Michael planted a tree on the 16th of June. The only person that planted a tree in a cold month is,2019-03-13,cold,0,Charlie
Rose,2019-08-23,Joy,2019-04-02,Kevin,2019-11-06,"['Rose', 'Joy', 'Kevin']",Rose got a birthday gift on the 23rd of August. Joy got a birthday gift on the 2nd of April. Kevin got a birthday gift on the 6th of November. The only person that got a birthday gift in a warm month is,2019-08-23,warm,1,Rose
Grant,2019-11-02,Aaron,2019-05-15,Alex,2019-10-30,"['Grant', 'Aaron', 'Alex']",Grant compiled the spreadsheet on the 2nd of November. Aaron compiled the spreadsheet on the 15th of May. Alex compiled the spreadsheet on the 30th of October. The only person that compiled the spreadsheet in a cold month is,2019-11-02,cold,0,Grant
Laura,2019-07-26,April,2019-08-22,Marco,2019-01-31,"['Laura', 'April', 'Marco']",Laura watched a documentary on the 26th of July. April watched a documentary on the 22nd of August. Marco watched a documentary on the 31st of January. The only person that watched a documentary in a cold month is,2019-01-31,cold,0,Marco
Peter,2019-10-05,Ryan,2019-12-22,Emily,2019-07-15,"['Peter', 'Ryan', 'Emily']",Peter went fishing on the 5th of October. Ryan went fishing on the 22nd of December. Emily went fishing on the 15th of July. The only person that went fishing in a cold month is,2019-12-22,cold,0,Ryan
Alex,2019-01-11,Dallas,2019-06-09,Joy,2019-03-27,"['Alex', 'Dallas', 'Joy']",Alex took an exam on the 11th of January. Dallas took an exam on the 9th of June. Joy took an exam on the 27th of March. The only person that took an exam in a warm month is,2019-06-09,warm,1,Dallas
Tyler,2019-05-15,Neil,2019-03-30,Leon,2019-02-24,"['Tyler', 'Neil', 'Leon']",Tyler took a bus on the 15th of May. Neil took a bus on the 30th of March. Leon took a bus on the 24th of February. The only person that took a bus in a warm month is,2019-05-15,warm,1,Tyler
Alice,2019-10-29,Richard,2019-04-29,Frank,2019-12-06,"['Alice', 'Richard', 'Frank']",Alice went to the beach on the 29th of October. Richard went to the beach on the 29th of April. Frank went to the beach on the 6th of December. The only person that went to the beach in a warm month is,2019-10-29,warm,1,Alice
Alex,2019-05-23,Andrew,2019-11-16,Blake,2019-11-27,"['Alex', 'Andrew', 'Blake']",Alex got a birthday gift on the 23rd of May. Andrew got a birthday gift on the 16th of November. Blake got a birthday gift on the 27th of November. The only person that got a birthday gift in a warm month is,2019-05-23,warm,1,Alex
Brandon,2019-01-28,Kyle,2019-05-14,Tyler,2019-07-04,"['Brandon', 'Kyle', 'Tyler']",Brandon mowed the lawn on the 28th of January. Kyle mowed the lawn on the 14th of May. Tyler mowed the lawn on the 4th of July. The only person that mowed the lawn in a cold month is,2019-01-28,cold,0,Brandon
Rose,2019-11-13,Kevin,2019-08-21,Steve,2019-07-29,"['Rose', 'Kevin', 'Steve']",Rose won a prize on the 13th of November. Kevin won a prize on the 21st of August. Steve won a prize on the 29th of July. The only person that won a prize in a cold month is,2019-11-13,cold,0,Rose
Leon,2019-07-16,Kevin,2019-05-24,Grant,2019-02-03,"['Leon', 'Kevin', 'Grant']",Leon renovated the kitchen on the 16th of July. Kevin renovated the kitchen on the 24th of May. Grant renovated the kitchen on the 3rd of February. The only person that renovated the kitchen in a cold month is,2019-02-03,cold,0,Grant
Dean,2019-03-21,Jerry,2019-11-23,Aaron,2019-06-30,"['Dean', 'Jerry', 'Aaron']",Dean repaired the bike on the 21st of March. Jerry repaired the bike on the 23rd of November. Aaron repaired the bike on the 30th of June. The only person that repaired the bike in a warm month is,2019-06-30,warm,1,Aaron
Connor,2019-12-27,Kevin,2019-07-03,Richard,2019-03-04,"['Connor', 'Kevin', 'Richard']",Connor painted a mural on the 27th of December. Kevin painted a mural on the 3rd of July. Richard painted a mural on the 4th of March. The only person that painted a mural in a warm month is,2019-07-03,warm,1,Kevin
Henry,2019-05-22,Frank,2019-11-14,Richard,2019-01-08,"['Henry', 'Frank', 'Richard']",Henry mowed the lawn on the 22nd of May. Frank mowed the lawn on the 14th of November. Richard mowed the lawn on the 8th of January. The only person that mowed the lawn in a warm month is,2019-05-22,warm,1,Henry
William,2019-11-19,Fred,2019-06-21,Mark,2019-03-10,"['William', 'Fred', 'Mark']",William cleaned the shed on the 19th of November. Fred cleaned the shed on the 21st of June. Mark cleaned the shed on the 10th of March. The only person that cleaned the shed in a warm month is,2019-06-21,warm,1,Fred
Robert,2019-07-01,Bob,2019-11-13,William,2019-03-23,"['Robert', 'Bob', 'William']",Robert wrote a letter on the 1st of July. Bob wrote a letter on the 13th of November. William wrote a letter on the 23rd of March. The only person that wrote a letter in a warm month is,2019-07-01,warm,1,Robert
Mark,2019-10-21,Walker,2019-12-17,Tyler,2019-03-09,"['Mark', 'Walker', 'Tyler']",Mark cleaned the garage on the 21st of October. Walker cleaned the garage on the 17th of December. Tyler cleaned the garage on the 9th of March. The only person that cleaned the garage in a warm month is,2019-10-21,warm,1,Mark
Jason,2019-10-14,Emily,2019-04-24,Kyle,2019-04-17,"['Jason', 'Emily', 'Kyle']",Jason donated clothes on the 14th of October. Emily donated clothes on the 24th of April. Kyle donated clothes on the 17th of April. The only person that donated clothes in a warm month is,2019-10-14,warm,1,Jason
Max,2019-10-02,Josh,2019-03-17,Robert,2019-02-20,"['Max', 'Josh', 'Robert']",Max went to a French restaurant on the 2nd of October. Josh went to a French restaurant on the 17th of March. Robert went to a French restaurant on the 20th of February. The only person that went to a French restaurant in a warm month is,2019-10-02,warm,1,Max
Kyle,2019-12-27,Frank,2019-06-18,Matt,2019-03-29,"['Kyle', 'Frank', 'Matt']",Kyle got a massage on the 27th of December. Frank got a massage on the 18th of June. Matt got a massage on the 29th of March. The only person that got a massage in a warm month is,2019-06-18,warm,1,Frank
Jack,2019-04-20,John,2019-11-29,Robert,2019-08-17,"['Jack', 'John', 'Robert']",Jack went to a French restaurant on the 20th of April. John went to a French restaurant on the 29th of November. Robert went to a French restaurant on the 17th of August. The only person that went to a French restaurant in a warm month is,2019-08-17,warm,1,Robert
Fred,2019-12-27,Frank,2019-12-06,Jerry,2019-05-09,"['Fred', 'Frank', 'Jerry']",Fred painted a portrait on the 27th of December. Frank painted a portrait on the 6th of December. Jerry painted a portrait on the 9th of May. The only person that painted a portrait in a warm month is,2019-05-09,warm,1,Jerry
Brandon,2019-09-10,Hope,2019-11-18,Bob,2019-11-13,"['Brandon', 'Hope', 'Bob']",Brandon played beer pong on the 10th of September. Hope played beer pong on the 18th of November. Bob played beer pong on the 13th of November. The only person that played beer pong in a warm month is,2019-09-10,warm,1,Brandon
Bob,2019-11-12,Blake,2019-08-08,Josh,2019-05-23,"['Bob', 'Blake', 'Josh']",Bob mowed the lawn on the 12th of November. Blake mowed the lawn on the 8th of August. Josh mowed the lawn on the 23rd of May. The only person that mowed the lawn in a cold month is,2019-11-12,cold,0,Bob
Blake,2019-07-22,Emily,2019-12-23,Aaron,2019-03-30,"['Blake', 'Emily', 'Aaron']",Blake took a train on the 22nd of July. Emily took a train on the 23rd of December. Aaron took a train on the 30th of March. The only person that took a train in a warm month is,2019-07-22,warm,1,Blake
Grant,2019-05-08,Jack,2019-03-01,Henry,2019-06-09,"['Grant', 'Jack', 'Henry']",Grant wrote a letter on the 8th of May. Jack wrote a letter on the 1st of March. Henry wrote a letter on the 9th of June. The only person that wrote a letter in a cold month is,2019-03-01,cold,0,Jack
Jason,2019-11-20,Rachel,2019-08-30,Richard,2019-03-04,"['Jason', 'Rachel', 'Richard']",Jason called a friend on the 20th of November. Rachel called a friend on the 30th of August. Richard called a friend on the 4th of March. The only person that called a friend in a warm month is,2019-08-30,warm,1,Rachel
Alex,2019-08-11,Blake,2019-02-03,Alice,2019-04-08,"['Alex', 'Blake', 'Alice']",Alex returned from vacation on the 11th of August. Blake returned from vacation on the 3rd of February. Alice returned from vacation on the 8th of April. The only person that returned from vacation in a warm month is,2019-08-11,warm,1,Alex
Walker,2019-07-08,Andrew,2019-02-26,Brandon,2019-03-15,"['Walker', 'Andrew', 'Brandon']",Walker went to the gym on the 8th of July. Andrew went to the gym on the 26th of February. Brandon went to the gym on the 15th of March. The only person that went to the gym in a warm month is,2019-07-08,warm,1,Walker
Michael,2019-11-16,Max,2019-12-14,Alex,2019-07-08,"['Michael', 'Max', 'Alex']",Michael arrived in the UK on the 16th of November. Max arrived in the UK on the 14th of December. Alex arrived in the UK on the 8th of July. The only person that arrived in the UK in a warm month is,2019-07-08,warm,1,Alex
Robert,2019-08-17,Hope,2019-03-18,Walker,2019-07-08,"['Robert', 'Hope', 'Walker']",Robert visited a new country on the 17th of August. Hope visited a new country on the 18th of March. Walker visited a new country on the 8th of July. The only person that visited a new country in a cold month is,2019-03-18,cold,0,Hope
Jason,2019-06-23,Frank,2019-12-14,Grant,2019-05-12,"['Jason', 'Frank', 'Grant']",Jason took a taxi on the 23rd of June. Frank took a taxi on the 14th of December. Grant took a taxi on the 12th of May. The only person that took a taxi in a cold month is,2019-12-14,cold,0,Frank
Jerry,2019-09-26,Jason,2019-01-03,Maria,2019-07-27,"['Jerry', 'Jason', 'Maria']",Jerry won the lottery on the 26th of September. Jason won the lottery on the 3rd of January. Maria won the lottery on the 27th of July. The only person that won the lottery in a cold month is,2019-01-03,cold,0,Jason
Connor,2019-05-12,Max,2019-03-17,April,2019-07-22,"['Connor', 'Max', 'April']",Connor went to the zoo on the 12th of May. Max went to the zoo on the 17th of March. April went to the zoo on the 22nd of July. The only person that went to the zoo in a cold month is,2019-03-17,cold,0,Max
Rachel,2019-03-25,Hope,2019-11-02,Dallas,2019-06-02,"['Rachel', 'Hope', 'Dallas']",Rachel ran a marathon on the 25th of March. Hope ran a marathon on the 2nd of November. Dallas ran a marathon on the 2nd of June. The only person that ran a marathon in a warm month is,2019-06-02,warm,1,Dallas
John,2019-01-25,Hope,2019-10-09,Brandon,2019-09-10,"['John', 'Hope', 'Brandon']",John baked a cake on the 25th of January. Hope baked a cake on the 9th of October. Brandon baked a cake on the 10th of September. The only person that baked a cake in a cold month is,2019-01-25,cold,0,John
